pdb_id,n_chains,used_chain,used_chain_len,recorded_seq_length,used_chain_has_chrom,used_chain_chrom_code,any_other_chain_has_chrom,all_chrom_chains,all_chains_summary,bug_flag
8B7G,1,A,218,220.0,False,,False,,A=218,False
8BAN,4,C,251,244.0,False,,True,"A(244aa,CRO);B(243aa,CRO)",A=244;B=243;C=251;D=250,True
8BAV,4,C,264,243.0,False,,True,"A(243aa,CRO);B(243aa,CRO)",A=243;B=243;C=264;D=257,True
8BBJ,4,A,248,249.0,True,CRO,True,"A(248aa,CRO);B(248aa,CRO)",A=248;B=248;C=181;D=177,False
8BGL,2,A,215,218.0,False,,False,,A=215;B=215,False
8BVG,6,A,228,229.0,True,CR2,True,"A(228aa,CR2);B(227aa,CR2);C(227aa,CR2);D(227aa,CR2);E(228aa,CR2);F(228aa,CR2)",A=228;B=227;C=227;D=227;E=228;F=228,False
8BXP,2,A,231,232.0,True,CRO,True,"A(231aa,CRO);B(229aa,CRO)",A=231;B=229,False
8BXT,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(213aa,CR2)",A=214;B=213,False
8C0N,4,A,219,220.0,False,,False,,A=219;B=219;C=218;D=218,False
8C0T,1,A,281,282.0,True,CR2,False,"A(281aa,CR2)",A=281,False
8C1X,4,A,230,231.0,True,CRO,True,"A(230aa,CRO);B(230aa,CRO);C(228aa,CRO);D(228aa,CRO)",A=230;B=230;C=228;D=228,False
8C7I,1,A,404,405.0,True,CRO,False,"A(404aa,CRO)",A=404,False
8DHR,2,A,224,226.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO)",A=224;B=224,False
8DPD,1,A,226,228.0,True,CRO,False,"A(226aa,CRO)",A=226,False
8DTA,1,A,234,235.0,True,CRO,False,"A(234aa,CRO)",A=234,False
8G0I,2,A,222,223.0,True,CR2,False,"A(222aa,CR2)",A=222;D=116,False
8GOS,2,A,214,215.0,True,NRQ,True,"A(214aa,NRQ);B(214aa,NRQ)",A=214;B=214,False
8GYF,2,B,214,215.0,True,CR2,True,"A(213aa,CR2);B(214aa,CR2)",A=213;B=214,False
8I4J,4,D,222,223.0,True,QYG,True,"A(220aa,QYG);B(220aa,QYG);C(221aa,QYG);D(222aa,QYG)",A=220;B=220;C=221;D=222,False
8IYY,1,A,236,237.0,True,CRO,False,"A(236aa,CRO)",A=236,False
8IYZ,1,A,224,225.0,True,CRF,False,"A(224aa,CRF)",A=224,False
8IZ0,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8IZ1,1,A,227,228.0,True,CRO,False,"A(227aa,CRO)",A=227,False
8IZ2,1,A,230,231.0,True,CRO,False,"A(230aa,CRO)",A=230,False
8IZ3,1,A,226,227.0,True,CRO,False,"A(226aa,CRO)",A=226,False
8J2H,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(214aa,CR2)",A=214;B=214,False
8J2I,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(214aa,CR2)",A=214;B=214,False
8J2J,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(214aa,CR2)",A=214;B=214,False
8J2K,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(213aa,CR2)",A=214;B=213,False
8J2L,2,B,214,215.0,True,CR2,True,"A(213aa,CR2);B(214aa,CR2)",A=213;B=214,False
8J3J,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);B(214aa,CR2)",A=214;B=214,False
8JKC,4,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO);C(224aa,CRO);D(224aa,CRO)",A=224;B=224;C=224;D=224,False
8JKG,4,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO);C(224aa,CRO);D(224aa,CRO)",A=224;B=224;C=224;D=224,False
8JKI,4,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO);C(224aa,CRO);D(224aa,CRO)",A=224;B=224;C=224;D=224,False
8JL2,4,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO);C(224aa,CRO);D(224aa,CRO)",A=224;B=224;C=224;D=224,False
8JL5,4,C,225,226.0,True,CRO,True,"A(223aa,CRO);B(224aa,CRO);C(225aa,CRO);D(223aa,CRO)",A=223;B=224;C=225;D=223,False
8JL6,4,A,222,223.0,True,CRO,True,"A(222aa,CRO);B(222aa,CRO);C(222aa,CRO);D(222aa,CRO)",A=222;B=222;C=222;D=222,False
8JL7,2,A,222,223.0,True,CRO,True,"A(222aa,CRO);B(222aa,CRO)",A=222;B=222,False
8JLL,4,A,222,223.0,True,CRO,True,"A(222aa,CRO);B(222aa,CRO);C(222aa,CRO);D(222aa,CRO)",A=222;B=222;C=222;D=222,False
8JLM,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
8JLS,1,A,224,225.0,True,CRO,False,"A(224aa,CRO)",A=224,False
8JLT,2,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO)",A=224;B=224,False
8JLU,4,A,224,225.0,True,CRO,True,"A(224aa,CRO);B(224aa,CRO);C(224aa,CRO);D(224aa,CRO)",A=224;B=224;C=224;D=224,False
8OSI,1,A,400,401.0,True,CR2,False,"A(400aa,CR2)",A=400,False
8OVN,1,A,503,504.0,True,CRO,False,"A(503aa,CRO)",A=503,False
8OVO,2,A,504,504.0,True,CRO,True,"A(504aa,CRO);B(502aa,CRO)",A=504;B=502,False
8OVP,2,A,500,500.0,True,CRO,True,"A(500aa,CRO);B(497aa,CRO)",A=500;B=497,False
8OVY,2,A,225,227.0,True,CRO,True,"A(225aa,CRO);B(225aa,CRO)",A=225;B=225,False
8Q6W,1,A,215,216.0,False,,False,,A=215,False
8Q79,2,B,215,216.0,True,CR2,True,"A(214aa,CR2);B(215aa,CR2)",A=214;B=215,False
8QBJ,2,A,216,217.0,True,CR2,True,"A(216aa,CR2);C(214aa,CR2)",A=216;C=214,False
8QDD,2,A,214,215.0,True,CR2,True,"A(214aa,CR2);C(214aa,CR2)",A=214;C=214,False
8QWJ,1,A,225,227.0,True,CRO,False,"A(225aa,CRO)",A=225,False
8RZZ,12,L,311,230.0,False,,True,"A(228aa,CRO);B(229aa,CRO);E(230aa,CRO);F(229aa,CRO);I(228aa,CRO);J(230aa,CRO)",A=228;B=229;C=307;D=310;E=230;F=229;G=307;H=308;I=228;J=230;K=307;L=311,True
8S0G,12,G,312,230.0,False,,True,"A(229aa,CRO);B(230aa,CRO);E(228aa,CRO);F(227aa,CRO);I(225aa,CRO);J(229aa,CRO)",A=229;B=230;C=306;D=309;E=228;F=227;G=312;H=308;I=225;J=229;K=307;L=308,True
8S1L,8,H,318,230.0,False,,True,"A(230aa,CRO);B(229aa,CRO);E(230aa,CRO);F(229aa,CRO)",A=230;B=229;C=316;D=308;E=230;F=229;G=308;H=318,True
8S1V,1,E,229,230.0,True,CRO,False,"E(229aa,CRO)",E=229,False
8SFS,4,B,225,226.0,True,CR2,True,"A(224aa,CR2);B(225aa,CR2)",A=224;B=225;D=130;C=129,False
8SFV,2,A,227,228.0,True,CR2,False,"A(227aa,CR2)",A=227;B=129,False
8SFX,4,B,227,228.0,True,CR2,True,"A(226aa,CR2);B(227aa,CR2)",A=226;B=227;D=120;C=119,False
8SFZ,6,D,227,228.0,True,CR2,True,"D(227aa,CR2);E(226aa,CRO);F(225aa,CR2)",C=129;A=123;B=128;D=227;E=226;F=225,False
8SG3,2,A,226,227.0,True,CR2,False,"A(226aa,CR2)",A=226;B=125,False
8SLC,4,A,228,229.0,True,CR2,True,"A(228aa,CR2);B(228aa,CR2)",A=228;B=228;C=127;D=127,False
8SMU,4,D,394,395.0,True,CRO,True,"A(393aa,CRO);B(393aa,CRO);C(392aa,CRO);D(394aa,CRO)",A=393;B=393;C=392;D=394,False
8SXC,1,A,229,230.0,True,NRQ,False,"A(229aa,NRQ)",A=229,False
8U20,2,A,210,211.0,True,C12,True,"A(210aa,C12);B(210aa,C12)",A=210;B=210,False
8U21,1,A,210,211.0,True,C12,False,"A(210aa,C12)",A=210,False
8U22,1,A,211,212.0,True,C12,False,"A(211aa,C12)",A=211,False
8U23,8,A,211,212.0,True,C12,True,"A(211aa,C12);B(211aa,C12);C(211aa,C12);D(211aa,C12);E(211aa,C12);F(211aa,C12);G(211aa,C12);H(211aa,C12)",A=211;B=211;C=211;D=211;E=211;F=211;G=211;H=211,False
8U24,1,A,211,212.0,True,C12,False,"A(211aa,C12)",A=211,False
8UL0,1,A,219,220.0,False,,False,,A=219,False
8UL1,2,1,217,218.0,True,PIA,True,"1(217aa,PIA);2(217aa,PIA)",1=217;2=217,False
8UL2,2,1,217,218.0,True,PIA,False,"1(217aa,PIA)",1=217;2=217,False
8UL3,2,1,217,218.0,True,PIA,False,"1(217aa,PIA)",1=217;2=217,False
8UL4,2,1,217,218.0,True,PIA,False,"1(217aa,PIA)",1=217;2=217,False
8UL5,2,1,217,218.0,True,PIA,False,"1(217aa,PIA)",1=217;2=217,False
8UQQ,1,A,223,224.0,True,CR2,False,"A(223aa,CR2)",A=223,False
8XC6,2,A,222,223.0,True,CRQ,True,"A(222aa,CRQ);B(222aa,CRQ)",A=222;B=222,False
8XLD,2,A,213,214.0,True,CR2,False,"A(213aa,CR2)",A=213;B=119,False
8YDO,4,A,217,218.0,True,GYC,True,"A(217aa,GYC);B(217aa,GYC);C(217aa,GYC);D(217aa,GYC)",A=217;B=217;C=217;D=217,False
8YQ4,2,B,213,214.0,True,CR2,True,"B(213aa,CR2);A(213aa,CR2)",B=213;A=213,False
8ZUP,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8ZUQ,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8ZUR,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8ZUS,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8ZUT,1,A,227,228.0,True,GYS,False,"A(227aa,GYS)",A=227,False
8ZXH,1,A,214,215.0,True,NRQ,False,"A(214aa,NRQ)",A=214,False
8ZXO,1,A,216,217.0,True,NRQ,False,"A(216aa,NRQ)",A=216,False
9BCF,3,B,340,341.0,True,CRO,True,"A(225aa,CRO);B(340aa,CRO);C(225aa,CRO)",A=225;B=340;C=225,False
9C74,1,A,224,225.0,False,,False,,A=224,False
9CJM,4,A,219,220.0,True,NRQ,True,"A(219aa,NRQ);B(219aa,NRQ);C(218aa,NRQ);D(216aa,NRQ)",A=219;B=219;C=218;D=216,False
9F22,2,A,228,229.0,True,CRO,False,"A(228aa,CRO)",A=228;B=155,False
9F23,4,C,227,228.0,True,CRO,True,"A(226aa,CRO);C(227aa,CRO)",A=226;B=125;C=227;D=124,False
9F24,2,A,231,232.0,True,CRO,False,"A(231aa,CRO)",A=231;C=123,False
9FEL,2,A,214,215.0,True,NRQ,True,"A(214aa,NRQ);L(214aa,NRQ)",A=214;L=214,False
9FEM,1,A,214,215.0,True,CR2,False,"A(214aa,CR2)",A=214,False
9FEN,1,A,228,229.0,True,CRF,False,"A(228aa,CRF)",A=228,False
9FEO,2,A,212,213.0,False,,False,,A=212;C=212,False
9FEQ,1,A,225,226.0,True,CRF,False,"A(225aa,CRF)",A=225,False
9FER,2,B,217,218.0,True,CH6,True,"A(216aa,CH6);B(217aa,CH6)",A=216;B=217,False
9FES,1,A,219,220.0,True,CH6,False,"A(219aa,CH6)",A=219,False
9FGI,2,B,229,230.0,True,CRF,True,"A(227aa,CRF);B(229aa,CRF)",A=227;B=229,False
9G7Q,2,A,214,215.0,False,,False,,A=214;B=213,False
9GA0,2,G,224,225.0,False,,False,,G=224;H=224,False
9GVR,1,A,217,218.0,False,,False,,A=217,False
9H25,1,A,218,221.0,False,,False,,A=218,False
9H26,1,A,219,221.0,False,,False,,A=219,False
9H27,1,A,218,220.0,False,,False,,A=218,False
9IRJ,1,A,215,216.0,True,CRO,False,"A(215aa,CRO)",A=215,False
9J0Q,1,A,218,219.0,False,,False,,A=218,False
9J0R,2,A,214,215.0,False,,False,,A=214;B=214,False
9J11,2,A,215,216.0,False,,False,,A=215;B=215,False
9JX2,1,A,214,217.0,False,,False,,A=214,False
9K8W,1,A,402,403.0,True,CR2,False,"A(402aa,CR2)",A=402,False
9K8X,1,A,397,398.0,True,CR2,False,"A(397aa,CR2)",A=397,False
9LPU,2,A,221,222.0,True,CRQ,True,"A(221aa,CRQ);B(221aa,CRQ)",A=221;B=221,False
9LSA,2,A,219,220.0,True,CRQ,True,"A(219aa,CRQ);B(219aa,CRQ)",A=219;B=219,False
9LSC,2,A,219,220.0,True,CRQ,True,"A(219aa,CRQ);B(219aa,CRQ)",A=219;B=219,False
9LSF,2,A,219,220.0,True,CRQ,True,"A(219aa,CRQ);B(219aa,CRQ)",A=219;B=219,False
9LSW,10,A,212,213.0,True,CRQ,True,"A(212aa,CRQ);B(212aa,CRQ);C(212aa,CRQ);D(211aa,CRQ);E(211aa,CRQ);F(211aa,CRQ);G(212aa,CRQ);H(212aa,CRQ);I(211aa,CRQ);J(211aa,CRQ)",A=212;B=212;C=212;D=211;E=211;F=211;G=212;H=212;I=211;J=211,False
9LYL,1,A,224,225.0,False,,False,,A=224,False
9MUS,2,A,225,226.0,True,SWG,True,"A(225aa,SWG);B(225aa,SWG)",A=225;B=225,False
9MUT,2,A,225,226.0,True,SWG,True,"A(225aa,SWG);B(225aa,SWG)",A=225;B=225,False
9MUU,3,C,233,234.0,True,SWG,True,"C(233aa,SWG);D(233aa,SWG);E(228aa,SWG)",C=233;D=233;E=228,False
9MUV,2,A,227,228.0,True,SWG,True,"A(227aa,SWG);B(225aa,SWG)",A=227;B=225,False
9R6H,2,A,459,460.0,True,C12,True,"A(459aa,C12);B(458aa,C12)",A=459;B=458,False
9TAD,1,A,217,218.0,True,GYC,False,"A(217aa,GYC)",A=217,False
9U9D,2,B,200,201.0,True,CRO,False,"B(200aa,CRO)",A=30;B=200,False
2ZO6,1,A,215,,True,GYS,False,"A(215aa,GYS)",A=215,False
2ZO7,1,A,219,,True,GYS,False,"A(219aa,GYS)",A=219,False
3BX9,2,A,224,,True,NRQ,True,"A(224aa,NRQ);B(224aa,NRQ)",A=224;B=224,False
3BXA,2,A,223,,True,NRQ,True,"A(223aa,NRQ);B(223aa,NRQ)",A=223;B=223,False
3BXB,8,A,222,,True,NRQ,True,"A(222aa,NRQ);B(222aa,NRQ);C(222aa,NRQ);D(222aa,NRQ);E(222aa,NRQ);F(222aa,NRQ);G(222aa,NRQ);H(222aa,NRQ)",A=222;B=222;C=222;D=222;E=222;F=222;G=222;H=222,False
3BXC,8,D,221,,True,NRQ,True,"A(218aa,NRQ);B(218aa,NRQ);C(218aa,NRQ);D(221aa,NRQ);E(218aa,NRQ);F(218aa,NRQ);G(218aa,NRQ);H(218aa,NRQ)",A=218;B=218;C=218;D=221;E=218;F=218;G=218;H=218,False
3LS3,4,D,224,,True,GYC,True,"A(215aa,GYC);B(214aa,GYC);C(213aa,GYC);D(224aa,GYC)",A=215;B=214;C=213;D=224,False
3LSA,4,D,224,,True,GYC,True,"A(213aa,GYC);B(213aa,GYC);C(213aa,GYC);D(224aa,GYC)",A=213;B=213;C=213;D=224,False
3ST2,3,A,236,,True,CR2,True,"A(236aa,CR2);B(225aa,CR2);C(233aa,CR2)",A=236;B=225;C=233,False
3ST3,3,A,236,,False,,False,,A=236;B=233;C=229,False
3ST4,3,A,236,,True,CR2,True,"A(236aa,CR2);B(233aa,CR2);C(226aa,CR2)",A=236;B=233;C=226,False
4ZIO,3,A,215,,True,CH6,True,"A(215aa,CH6);B(215aa,CH6);C(215aa,CH6)",A=215;B=215;C=215,False
5YT1,4,A,226,,True,NRQ,True,"A(226aa,NRQ);B(225aa,NRQ);C(225aa,NRQ);D(225aa,NRQ)",A=226;B=225;C=225;D=225,False
6S68,1,A,223,,True,PIA,False,"A(223aa,PIA)",A=223,False
6U1A,1,A,219,,True,NRQ,False,"A(219aa,NRQ)",A=219,False
6WEM,4,A,224,,True,NRQ,True,"A(224aa,NRQ);B(223aa,NRQ);C(222aa,NRQ);D(221aa,NRQ)",A=224;B=223;C=222;D=221,False
7DMX,4,D,215,,True,CR8,True,"A(210aa,CR8);B(209aa,CR8);C(207aa,CR8);D(215aa,CR8)",A=210;B=209;C=207;D=215,False
7DNA,8,A,213,,True,CR8,True,"A(213aa,CR8);B(213aa,CR8);D(209aa,CR8);K(212aa,CR8)",A=213;B=213;D=209;F=197;J=8;I=200;L=8;K=212,False
7LQO,1,A,228,,True,NRQ,False,"A(228aa,NRQ)",A=228,False
7LUG,1,A,223,,True,NRQ,False,"A(223aa,NRQ)",A=223,False
7RHA,2,A,220,,True,NRQ,True,"B(219aa,NRQ);A(220aa,NRQ)",B=219;A=220,False
7RHB,2,B,219,,True,NRQ,True,"B(219aa,NRQ);A(219aa,NRQ)",B=219;A=219,False
7RHC,2,A,219,,True,NRQ,True,"B(218aa,NRQ);A(219aa,NRQ)",B=218;A=219,False
8I4K,6,D,223,,True,NRQ,True,"A(220aa,NRQ);B(220aa,NRQ);C(220aa,NRQ);D(223aa,NRQ);E(220aa,NRQ);F(220aa,NRQ)",A=220;B=220;C=220;D=223;E=220;F=220,False
8PEI,2,A,215,,False,,False,,A=215;B=214,False
8WGP,2,A,217,,True,CRQ,True,"A(217aa,CRQ);B(217aa,CRQ)",A=217;B=217,False
8ZBO,2,C,212,,False,,False,,C=212;A=202,False
9LD5,1,A,230,,False,,False,,A=230,False
9LD8,1,A,231,,False,,False,,A=231,False
9LD9,1,A,226,,False,,False,,A=226,False
9S0T,2,A,223,,True,CRO,True,"A(223aa,CRO);B(217aa,CRO)",A=223;B=217,False
